EwEVersion,"6.6.16889.1 (compiled 27/04/2020)"
Date,"28/04/2020 15:21:17"
ModelName,Kat_200116
EcosimScenario,WGINOSE_baseline_seal_x10
TimeSeries,"Katt_mints - Baseline_seals_x10"
StartYear,1982

Data,Biomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2031,5.840232E-05,0.04030718,0.2819782,0.4648419,0.07698189,0.3761876,0.08194682,0.2426802,0.806016,0.01434402,0.7818239,0.05362698,0.01367051,0.8210535,0.04001397,7.219685,1.742362,11.03685,0.8864229,108.26,55.63329,1.848852,10.15204,24.97073,0.1207065,9.3639,6.639317,0.3056795,31.61877
2032,4.760453E-05,0.04030798,0.2819782,0.4653303,0.07713834,0.3753053,0.08206228,0.2425267,0.8043033,0.01366921,0.781904,0.05362977,0.0137492,0.8228384,0.03694342,7.225474,1.740205,11.03839,0.9075434,108.0401,55.56765,1.844468,10.16088,24.97603,0.1213913,9.36602,6.639324,0.3056847,31.61992
2033,3.881005E-05,0.04030874,0.2819782,0.4657252,0.07726569,0.3747824,0.08239622,0.2424146,0.8021206,0.01305064,0.7819918,0.05363116,0.0138138,0.8243513,0.03411586,7.230583,1.738478,11.03957,0.9247505,107.8125,55.52027,1.840573,10.16622,24.9844,0.1220139,9.367565,6.639281,0.3056892,31.62074
2034,3.164167E-05,0.04030944,0.2819782,0.466031,0.07736548,0.3745315,0.08279624,0.2423419,0.7995038,0.01248064,0.7820716,0.05363073,0.01386577,0.8256145,0.03151408,7.235023,1.737135,11.04042,0.9384995,107.591,55.4889,1.837158,10.16835,24.99532,0.1225829,9.368596,6.639196,0.305693,31.62126
2035,2.579374E-05,0.04031006,0.2819782,0.4662569,0.07744122,0.3744645,0.08316066,0.2423056,0.7965298,0.01195331,0.7821329,0.05362845,0.01390683,0.826658,0.02912135,7.238837,1.736121,11.04099,0.9493012,107.386,55.47123,1.834209,10.16771,25.00833,0.1231053,9.369182,6.639069,0.305696,31.62151
2036,2.101956E-05,0.04031059,0.2819782,0.4664151,0.07749718,0.3745114,0.08343742,0.2423023,0.7932995,0.01146401,0.7821701,0.05362447,0.01393883,0.8275142,0.02692144,7.242082,1.735377,11.04133,0.9576737,107.2042,55.46495,1.831706,10.16484,25.02291,0.1235867,9.369393,6.638908,0.3056982,31.62153
2037,1.712025E-05,0.04031102,0.2819782,0.4665184,0.07753692,0.3746212,0.08361536,0.2423275,0.7899222,0.01100905,0.7821822,0.05361905,0.01396353,0.8282154,0.0248988,7.244831,1.734849,11.04146,0.9641068,107.0496,55.46766,1.829624,10.1603,25.03848,0.1240317,9.369308,6.638721,0.3056999,31.62138
2038,1.393519E-05,0.04031137,0.2819782,0.4665793,0.07756391,0.3747524,0.08370966,0.242376,0.786505,0.01058539,0.7821701,0.05361249,0.01398254,0.8287907,0.02303877,7.247153,1.734487,11.04145,0.9690394,106.9235,55.47699,1.827934,10.15463,25.0544,0.1244441,9.369004,6.638515,0.305701,31.6211
2039,1.133423E-05,0.04031164,0.2819782,0.4666086,0.07758113,0.3748852,0.08374599,0.242442,0.7831449,0.01019044,0.7821373,0.05360509,0.01399727,0.8292653,0.02132756,7.249123,1.734247,11.04134,0.9728464,106.8254,55.49067,1.826601,10.14832,25.07003,0.1248273,9.368558,6.6383,0.3057017,31.62073
2040,9.211406E-06,0.04031184,0.2819782,0.4666158,0.07759096,0.3750132,0.08375069,0.2425198,0.7799222,0.009821937,0.7820877,0.05359717,0.01400887,0.8296604,0.01975243,7.250803,1.734094,11.04116,0.9758361,106.7531,55.5067,1.825586,10.14178,25.08482,0.1251841,9.368032,6.638088,0.3057021,31.62032
2041,7.480143E-06,0.04031198,0.2819782,0.4666083,0.07759526,0.3751315,0.08374551,0.2426039,0.7768996,0.009477829,0.7820256,0.05358895,0.01401826,0.8299932,0.01830166,7.252249,1.734,11.04096,0.9782518,106.7035,55.52339,1.824849,10.13533,25.09834,0.125517,9.36748,6.637887,0.3057021,31.61991
2042,6.069479E-06,0.04031207,0.2819782,0.4665917,0.07759543,0.3752384,0.08374498,0.2426894,0.774121,0.009156244,0.7819547,0.05358063,0.01402615,0.8302777,0.01696453,7.253508,1.733944,11.04074,0.980278,106.6733,55.5394,1.824348,10.1292,25.11027,0.1258282,9.366956,6.637701,0.3057021,31.61952
2043,4.921142E-06,0.04031213,0.2819782,0.4665703,0.07759259,0.3753339,0.08375586,0.2427724,0.7716133,0.008855441,0.7818784,0.05357241,0.01403305,0.8305244,0.01573128,7.254617,1.733911,11.04054,0.9820487,106.6586,55.55379,1.824044,10.12354,25.12047,0.1261197,9.366483,6.637537,0.305702,31.61917
2044,3.987246E-06,0.04031217,0.2819782,0.4665475,0.0775876,0.375419,0.08377832,0.24285,0.769388,0.008573794,0.7817999,0.0535644,0.01403931,0.8307414,0.01459306,7.255605,1.73389,11.04035,0.9836559,106.6558,55.56599,1.823899,10.11844,25.12891,0.126393,9.366077,6.637397,0.3057018,31.61887
2045,3.228451E-06,0.04031217,0.2819782,0.4665251,0.07758118,0.3754936,0.0838088,0.2429202,0.7674444,0.008309778,0.7817211,0.0535567,0.01404517,0.8309352,0.01354183,7.256496,1.733873,11.0402,0.9851592,106.6618,55.57571,1.823879,10.11393,25.13571,0.1266498,9.365753,6.637278,0.3057016,31.61863
2046,2.612461E-06,0.04031217,0.2819782,0.4665045,0.07757387,0.3755569,0.08384233,0.2429819,0.765772,0.008061975,0.7816441,0.05354941,0.01405075,0.83111,0.01257031,7.257305,1.733857,11.04007,0.9865925,106.6737,55.58295,1.823954,10.11002,25.14101,0.1268915,9.365512,6.637184,0.3057015,31.61844
2047,2.112806E-06,0.04031215,0.2819782,0.4664865,0.07756611,0.3756084,0.08387396,0.2430349,0.764353,0.007829068,0.7815701,0.05354257,0.01405613,0.8312695,0.01167191,7.258048,1.733839,11.03998,0.987973,106.6891,55.58786,1.8241,10.10666,25.14503,0.1271191,9.365344,6.637106,0.3057013,31.6183
2048,1.707817E-06,0.04031212,0.2819782,0.4664714,0.07755832,0.375648,0.08389992,0.2430795,0.7631657,0.007609846,0.7815001,0.05353625,0.01406133,0.8314157,0.01084065,7.25873,1.733819,11.03991,0.9893053,106.7062,55.5907,1.824295,10.10381,25.14798,0.1273338,9.365243,6.637048,0.3057013,31.6182
2049,1.379784E-06,0.04031209,0.2819782,0.4664595,0.0775507,0.3756757,0.08391804,0.2431164,0.7621855,0.007403187,0.781435,0.05353042,0.01406633,0.8315508,0.01007111,7.259362,1.733797,11.03986,0.9905867,106.7236,55.59183,1.824524,10.10141,25.15009,0.1275366,9.365196,6.637002,0.3057013,31.61814
2050,1.114252E-06,0.04031205,0.2819782,0.4664505,0.07754344,0.3756922,0.08392786,0.2431465,0.7613871,0.007208073,0.7813749,0.05352512,0.01407113,0.8316751,0.009358355,7.259946,1.733773,11.03984,0.9918106,106.7402,55.5916,1.824775,10.0994,25.15155,0.1277283,9.365195,6.636969,0.3057013,31.61811
2051,8.994397E-07,0.04031202,0.2819782,0.466444,0.07753661,0.3756989,0.0839302,0.2431707,0.7607455,0.007023567,0.78132,0.05352028,0.01407568,0.8317902,0.008697894,7.260489,1.733749,11.03982,0.9929697,106.7554,55.59033,1.825038,10.09771,25.15254,0.1279097,9.365226,6.636943,0.3057015,31.6181
